FECHA (YYMMDD);HORA (HHMM);;
060615;1600;0,801947;
060615;1700;0,540136;
060615;1800;0,324508;
060615;1900;0,922;
060615;2000;0,653718;
060615;2100;0,56005;
060615;2200;0,507664;
060615;2300;0,606153;
060616;0000;0,688993;
060616;0100;0,698495;
060616;0200;0,752995;
060616;0300;0,614501;
060616;0400;0,579947;
060616;0500;0,505685;
060616;0600;0,682437;
060616;0700;0,737761;
060616;0800;0,540506;
060616;0900;0,241749;
060616;1000;0,205708;
060616;1100;0,601667;
060616;1200;0,899089;
060616;1300;1,0095;
060616;1400;1,12379;
060616;1500;1,09237;
060616;1600;0,940969;
060616;1700;0,850493;
060616;1800;0,315084;
060616;1900;0,520823;
060616;2000;0,708755;
060616;2100;0,711236;
060616;2200;0,181011;
060616;2300;0,319079;
060617;0000;0,40167;
060617;0100;0,312823;
060617;0200;0,883718;
060617;0300;0,893209;
060617;0400;0,331709;
060617;0500;0,536069;
060617;0600;0,163398;
060617;0700;0,344285;
060617;0800;0,785847;
060617;0900;0,112173;
060617;1000;0,499478;
060617;1100;0,0729506;
060617;1200;0,726559;
060617;1300;0,886881;
060617;1400;1,48432;
060617;1500;1,31887;
060617;1600;0,801435;
060617;1700;1,37252;
060617;1800;0,347636;
060617;1900;1,1844;
060617;2000;0,183796;
060617;2100;0,435978;
060617;2200;0,365239;
060617;2300;0,186751;
060618;0000;0,340654;
060618;0100;0,430558;
060618;0200;0,329206;
060618;0300;0,112719;
060618;0400;0,221466;
060618;0500;0,271404;
060618;0600;0,190451;
060618;0700;0,497689;
060618;0800;0,637547;
060618;0900;0,460154;
060618;1000;0,727644;
060618;1100;0,458025;
060618;1200;0,648654;
060618;1300;0,83651;
060618;1400;0,431166;
060618;1500;0,872949;
060618;1600;1,01949;
060618;1700;0,40129;
060618;1800;0,233173;
060618;1900;0,470623;
060618;2000;0,437551;
060618;2100;0,138358;
060618;2200;0,197434;
060618;2300;0,39112;
060619;0000;0,599067;
060619;0100;0,295489;
060619;0200;0,410142;
060619;0300;0,278551;
060619;0400;0,502925;
060619;0500;0,504001;
060619;0600;0,283895;
060619;0700;0,185572;
060619;0800;0,331538;
060619;0900;0,459551;
060619;1000;0,497065;
060619;1100;0,676635;
060619;1200;1,50161;
060619;1300;0,740311;
060619;1400;0,157924;
060619;1500;0,651343;
060619;1600;0,953277;
060619;1700;0,400696;
060619;1800;0,393501;
060619;1900;0,503837;
060619;2000;0,539243;
060619;2100;0,321286;
060619;2200;0,502597;
060619;2300;0,58332;
060620;0000;0,752151;
060620;0100;0,533772;
060620;0200;0,655828;
060620;0300;0,687367;
060620;0400;0,117651;
060620;0500;0,650346;
060620;0600;0,505074;
060620;0700;0,411355;
060620;0800;0,493648;
060620;0900;0,68553;
060620;1000;0,428247;
060620;1100;0,289822;
060620;1200;0,679461;
060620;1300;0,512703;
060620;1400;1,32645;
060620;1500;0,742672;
060620;1600;0,786363;
060620;1700;0,382302;
060620;1800;0,486285;
060620;1900;0,892786;
060620;2000;0,492054;
060620;2100;0,616632;
060620;2200;0,603164;
060620;2300;0,574243;
060621;0000;0,574265;
060621;0100;0,646743;
060621;0200;0,628115;
060621;0300;0,828609;
060621;0400;0,727757;
060621;0500;0,411401;
060621;0600;0,490663;
060621;0700;0,797626;
060621;0800;0,664375;
060621;0900;0,387925;
060621;1000;0,362169;
060621;1100;1,03826;
060621;1200;0,889791;
060621;1300;0,535563;
060621;1400;0,206145;
060621;1500;0,636884;
060621;1600;0,698094;
060621;1700;0,084031;
060621;1800;0,812696;
060621;1900;0,661904;
060621;2000;0,621959;
060621;2100;0,654428;
060621;2200;0,69065;
060621;2300;0,667968;
060622;0000;0,691833;
060622;0100;0,824217;
060622;0200;0,79771;
060622;0300;0,855306;
060622;0400;0,776444;
060622;0500;0,971757;
060622;0600;0,806685;
060622;0700;0,933601;
060622;0800;0,74992;
060622;0900;0,308942;
060622;1000;0,360082;
060622;1100;0,410232;
060622;1200;0,854959;
060622;1300;0,93818;
060622;1400;1,26451;
060622;1500;1,00121;
060622;1600;0,982733;
060622;1700;0,690989;
060622;1800;0,611504;
060622;1900;0,897554;
060622;2000;0,767941;
060622;2100;0,760583;
060622;2200;0,622914;
060622;2300;0,878016;
060623;0000;0,881598;
060623;0100;0,681129;
060623;0200;1,06697;
060623;0300;0,563848;
060623;0400;0,818298;
060623;0500;0,575187;
060623;0600;0,882607;
060623;0700;0,711532;
060623;0800;0,812276;
060623;0900;0,380175;
060623;1000;0,729653;
060623;1100;1,20833;
060623;1200;1,04195;
060623;1300;0,951674;
060623;1400;0,440262;
060623;1500;0,890655;
060623;1600;1,33689;
060623;1700;0,856083;
060623;1800;0,240419;
060623;1900;0,174839;
060623;2000;0,338315;
060623;2100;0,337197;
060623;2200;0,169907;
060623;2300;0,0918255;
060624;0000;0,556678;
060624;0100;0,919518;
060624;0200;0,500128;
060624;0300;0,769547;
060624;0400;0,567173;
060624;0500;1,15448;
060624;0600;0,67652;
060624;0700;0,63751;
060624;0800;0,911098;
060624;0900;0,886518;
060624;1000;0,610723;
060624;1100;0,502645;
060624;1200;0,71701;
060624;1300;0,440232;
060624;1400;0,527143;
060624;1500;0,851337;
060624;1600;1,26479;
060624;1700;0,649484;
060624;1800;0,258928;
060624;1900;0,844973;
060624;2000;0,334958;
060624;2100;1,08564;
060624;2200;0,783478;
060624;2300;0,260469;
060625;0000;0,508854;
060625;0100;0,606967;
060625;0200;0,926455;
060625;0300;0,705688;
060625;0400;0,562697;
060625;0500;0,703394;
060625;0600;0,648511;
060625;0700;0,496931;
060625;0800;0,590529;
060625;0900;0,132816;
060625;1000;0,825004;
060625;1100;0,882789;
060625;1200;0,81611;
060625;1300;0,214167;
060625;1400;0,827147;
060625;1500;0,87669;
060625;1600;0,823195;
060625;1700;0,468419;
060625;1800;0,277323;
060625;1900;0,941315;
060625;2000;1,01631;
060625;2100;0,753277;
060625;2200;0,381769;
060625;2300;0,675399;
060626;0000;0,649153;
060626;0100;0,625096;
060626;0200;0,78933;
060626;0300;0,805042;
060626;0400;1,07903;
060626;0500;0,820118;
060626;0600;1,08379;
060626;0700;0,960835;
060626;0800;0,756815;
060626;0900;0,500726;
060626;1000;0,251731;
060626;1100;0,211422;
060626;1200;0,338338;
060626;1300;0,729064;
060626;1400;0,818721;
060626;1500;1,05331;
060626;1600;0,972919;
060626;1700;0,760751;
060626;1800;0,591822;
060626;1900;0,808946;
060626;2000;0,549832;
060626;2100;0,813272;
060626;2200;0,662231;
060626;2300;0,765449;
060627;0000;0,885159;
060627;0100;0,947076;
060627;0200;0,938993;
060627;0300;0,878798;
060627;0400;0,828849;
060627;0500;0,789903;
060627;0600;1,19678;
060627;0700;0,804744;
060627;0800;0,786162;
060627;0900;0,157498;
060627;1000;1,65067;
060627;1100;1,43987;
060627;1200;1,64492;
060627;1300;1,97086;
060627;1400;1,0675;
060627;1500;0,561835;
060627;1600;0,805511;
060627;1700;0,715503;
060627;1800;0,455676;
060627;1900;0,720878;
060627;2000;0,309302;
060627;2100;0,92417;
060627;2200;0,384605;
060627;2300;0,347506;
060628;0000;0,54478;
060628;0100;0,439725;
060628;0200;0,24201;
060628;0300;0,501682;
060628;0400;0,343021;
060628;0500;0,380757;
060628;0600;0,499431;
060628;0700;0,275207;
060628;0800;0,57513;
060628;0900;0,486065;
060628;1000;0,707607;
060628;1100;0,854397;
060628;1200;0,605622;
060628;1300;1,29642;
060628;1400;1,01211;
060628;1500;1,00321;
060628;1600;0,880274;
060628;1700;0,626019;
060628;1800;0,134944;
060628;1900;0,61832;
060628;2000;0,567266;
060628;2100;0,948153;
060628;2200;0,731252;
060628;2300;0,568999;
060629;0000;0,75855;
060629;0100;0,370145;
060629;0200;0,71365;
060629;0300;0,296212;
060629;0400;0,640246;
060629;0500;0,502872;
060629;0600;0,660279;
060629;0700;0,557096;
060629;0800;0,30465;
060629;0900;0,524691;
060629;1000;0,38115;
060629;1100;0,0482768;
060629;1200;0,164497;
060629;1300;0,429857;
060629;1400;0,439298;
060629;1500;0,586777;
060629;1600;0,83954;
060629;1700;0,735304;
060629;1800;0,356217;
060629;1900;0,890893;
060629;2000;0,601785;
060629;2100;0,473138;
060629;2200;0,570118;
060629;2300;0,500935;
060630;0000;0,502511;
060630;0100;0,45218;
060630;0200;0,507235;
060630;0300;0,675293;
060630;0400;0,524397;
060630;0500;0,618074;
060630;0600;0,312581;
060630;0700;0,277293;
060630;0800;0,453568;
060630;0900;0,168919;
060630;1000;0,457299;
060630;1100;0,505913;
060630;1200;0,800756;
060630;1300;1,43757;
060630;1400;0,599295;
060630;1500;0,42424;
060630;1600;0,492055;
060630;1700;0,397169;
060630;1800;0,345852;
060630;1900;0,242841;
060630;2000;0,576997;
060630;2100;0,135374;
060630;2200;0,702034;
060630;2300;0,276789;
060701;0000;0,445374;
060701;0100;0,167406;
060701;0200;0,304267;
060701;0300;0,612475;
060701;0400;0,396806;
060701;0500;0,578887;
060701;0600;0,474622;
060701;0700;0,38629;
060701;0800;0,379719;
060701;0900;0,430474;
060701;1000;0,971708;
060701;1100;0,756246;
060701;1200;0,957743;
060701;1300;0,506984;
060701;1400;0,960104;
060701;1500;0,706226;
060701;1600;0,671019;
060701;1700;0,297407;
060701;1800;0,560558;
060701;1900;0,87559;
060701;2000;0,613482;
060701;2100;0,462126;
060701;2200;0,643785;
060701;2300;0,336823;
060702;0000;0,720938;
060702;0100;0,851604;
060702;0200;0,699718;
060702;0300;0,651464;
060702;0400;0,802949;
060702;0500;0,866479;
060702;0600;0,84304;
060702;0700;0,66299;
060702;0800;1,02926;
060702;0900;0,486885;
060702;1000;0,435678;
060702;1100;0,989942;
060702;1200;1,15985;
060702;1300;0,878778;
060702;1400;1,20588;
060702;1500;1,13304;
060702;1600;1,48858;
060702;1700;1,1077;
060702;1800;1,10404;
060702;1900;0,704928;
060702;2000;0,614686;
060702;2100;0,850379;
060702;2200;0,540516;
060702;2300;0,654428;
060703;0000;0,45416;
060703;0100;0,783664;
060703;0200;0,387769;
060703;0300;0,939705;
060703;0400;0,856565;
060703;0500;0,410722;
060703;0600;0,813025;
060703;0700;0,323998;
060703;0800;1,01087;
060703;0900;0,196432;
060703;1000;1,02368;
060703;1100;0,862576;
060703;1200;1,0491;
060703;1300;1,24096;
060703;1400;1,21568;
060703;1500;1,09966;
060703;1600;0,822137;
060703;1700;0,790773;
060703;1800;0,454369;
060703;1900;0,895061;
060703;2000;0,783537;
060703;2100;0,563025;
060703;2200;0,929762;
060703;2300;0,548464;
060704;0000;0,796889;
060704;0100;1,0271;
060704;0200;0,561476;
060704;0300;0,6492;
060704;0400;1,04774;
060704;0500;0,930326;
060704;0600;0,634021;
060704;0700;1,06174;
060704;0800;0,865965;
060704;0900;0,566066;
060704;1000;0,261769;
060704;1100;0,826117;
060704;1200;1,01064;
060704;1300;0,637666;
060704;1400;1,02549;
060704;1500;1,33461;
060704;1600;0,993752;
060704;1700;0,545012;
060704;1800;0,808268;
060704;1900;0,829946;
060704;2000;1,24062;
060704;2100;0,645057;
060704;2200;0,686994;
060704;2300;0,842319;
060705;0000;0,996612;
060705;0100;0,787026;
060705;0200;0,41695;
060705;0300;0,552278;
060705;0400;0,319836;
060705;0500;0,155132;
060705;0600;0,346984;
060705;0700;0,258987;
060705;0800;0,244351;
060705;0900;0,289095;
060705;1000;1,04476;
060705;1100;1,17404;
060705;1200;1,52421;
060705;1300;2,06805;
060705;1400;1,34277;
060705;1500;1,58199;
060705;1600;1,20599;
060705;1700;0,639153;
060705;1800;0,901505;
060705;1900;0,402391;
060705;2000;0,52961;
060705;2100;0,542387;
060705;2200;0,578751;
060705;2300;0,890804;
060706;0000;0,93755;
060706;0100;1,33795;
060706;0200;0,201295;
060706;0300;0,73667;
060706;0400;0,675179;
060706;0500;0,163112;
060706;0600;0,727483;
060706;0700;0,356316;
060706;0800;0,325806;
060706;0900;0,478066;
060706;1000;0,733582;
060706;1100;0,959804;
060706;1200;1,14218;
060706;1300;1,84246;
060706;1400;1,39478;
060706;1500;0,835239;
060706;1600;0,440631;
060706;1700;0,677112;
060706;1800;0,382739;
060706;1900;0,403377;
060706;2000;0,227099;
060706;2100;1,05718;
060706;2200;0,312525;
060706;2300;0,416871;
060707;0000;0,314847;
060707;0100;0,660192;
060707;0200;1,1154;
060707;0300;0,156764;
060707;0400;0,848781;
060707;0500;2,21426;
060707;0600;1,57213;
060707;0700;1,82368;
060707;0800;1,45955;
060707;0900;2,50088;
060707;1000;1,82831;
060707;1100;1,64834;
060707;1200;0,733397;
060707;1300;1,65844;
060707;1400;1,54789;
060707;1500;1,57722;
060707;1600;0,848228;
060707;1700;0,5876;
060707;1800;0,623888;
060707;1900;0,609344;
060707;2000;0,672835;
060707;2100;0,320322;
060707;2200;0,890898;
060707;2300;0,996068;
060708;0000;0,436934;
060708;0100;1,57625;
060708;0200;0,0819707;
060708;0300;1,2079;
060708;0400;1,90618;
060708;0500;2,02677;
060708;0600;1,25004;
060708;0700;1,24;
060708;0800;0,567856;
060708;0900;0,395469;
060708;1000;0,829967;
060708;1100;0,851974;
060708;1200;0,837687;
060708;1300;1,90992;
060708;1400;0,276678;
060708;1500;0,138952;
060708;1600;0,462516;
060708;1700;0,763577;
060708;1800;0,811627;
060708;1900;0,80195;
060708;2000;0,339384;
060708;2100;0,49455;
060708;2200;0,679452;
060708;2300;0,718652;
060709;0000;0,305746;
060709;0100;0,557425;
060709;0200;0,767189;
060709;0300;0,361206;
060709;0400;0,380215;
060709;0500;0,274517;
060709;0600;0,0868665;
060709;0700;0,219806;
060709;0800;0,966735;
060709;0900;1,06376;
060709;1000;0,273031;
060709;1100;0,877992;
060709;1200;0,698133;
060709;1300;0,200365;
060709;1400;0,944921;
060709;1500;0,980635;
060709;1600;0,815487;
060709;1700;0,248735;
060709;1800;0,378703;
060709;1900;0,995319;
060709;2000;0,128655;
060709;2100;0,299129;
060709;2200;0,172734;
060709;2300;0,144249;
060710;0000;0,435229;
060710;0100;0,473332;
060710;0200;0,345915;
060710;0300;0,384812;
060710;0400;0,542638;
060710;0500;0,276511;
060710;0600;0,307973;
060710;0700;0,671247;
060710;0800;0,269754;
060710;0900;0,695333;
060710;1000;0,514805;
060710;1100;0,15409;
060710;1200;0,294223;
060710;1300;0,446045;
060710;1400;0,192332;
060710;1500;0,250129;
060710;1600;0,227015;
060710;1700;0,506293;
060710;1800;0,390018;
060710;1900;0,446054;
060710;2000;0,225477;
060710;2100;0,275102;
060710;2200;0,796145;
060710;2300;0,394699;
060711;0000;1,03645;
060711;0100;0,190667;
060711;0200;0,833237;
060711;0300;1,02554;
060711;0400;0,52071;
060711;0500;0,364457;
060711;0600;0,269804;
060711;0700;0,0665735;
060711;0800;0,145797;
060711;0900;0,276658;
060711;1000;0,834496;
060711;1100;0,585625;
060711;1200;2,25716;
060711;1300;1,90311;
060711;1400;1,41447;
060711;1500;1,92354;
060711;1600;1,40998;
060711;1700;0,717281;
060711;1800;0,703196;
060711;1900;2,29658;
060711;2000;2,02342;
060711;2100;3,34611;
060711;2200;3,61459;
060711;2300;3,03727;
060712;0000;4,13976;
060712;0100;3,74847;
060712;0200;2,8404;
060712;0300;1,58211;
060712;0400;1,62099;
060712;0500;0,644464;
060712;0600;1,16775;
060712;0700;1,66001;
060712;0800;1,30217;
060712;0900;0,417934;
060712;1000;0,430547;
060712;1100;0,294034;
060712;1200;0,516616;
060712;1300;1,29985;
060712;1400;0,722445;
060712;1500;0,435653;
060712;1600;0,315094;
060712;1700;0,190954;
060712;1800;0,924846;
060712;1900;0,84063;
060712;2000;0,509953;
060712;2100;0,396699;
060712;2200;0,274664;
060712;2300;0,124671;
060713;0000;0,587396;
060713;0100;0,215482;
060713;0200;0,830585;
060713;0300;0,418698;
060713;0400;0,409582;
060713;0500;0,463583;
060713;0600;0,235188;
060713;0700;0,526073;
060713;0800;0,710673;
060713;0900;0,634398;
060713;1000;0,380616;
060713;1100;0,0308115;
060713;1200;0,499405;
060713;1300;0,372984;
060713;1400;0,53325;
060713;1500;0,533638;
060713;1600;0,534204;
060713;1700;0,748787;
060713;1800;0,625679;
060713;1900;0,342718;
060713;2000;0,698542;
060713;2100;0,879889;
060713;2200;0,733307;
060713;2300;0,507606;
060714;0000;0,877373;
060714;0100;0,600635;
060714;0200;0,448371;
060714;0300;0,610209;
060714;0400;0,703448;
060714;0500;0,35779;
060714;0600;0,274212;
060714;0700;0,229173;
060714;0800;0,42175;
060714;0900;0,398287;
060714;1000;0,542602;
060714;1100;0,320567;
060714;1200;0,987514;
060714;1300;0,443887;
060714;1400;0,238469;
060714;1500;0,208464;
060714;1600;0,64306;
060714;1700;0,324801;
060714;1800;0,0800463;
060714;1900;0,685902;
060714;2000;0,425635;
060714;2100;0,883554;
060714;2200;0,558304;
060714;2300;0,945518;
060715;0000;0,702744;
060715;0100;0,734159;
060715;0200;0,656109;
060715;0300;0,547398;
060715;0400;0,304072;
060715;0500;0,415688;
060715;0600;0,370608;
060715;0700;0,497957;
060715;0800;0,775148;
060715;0900;0,40098;
060715;1000;1,26604;
060715;1100;0,821876;
060715;1200;0,488044;
060715;1300;0,57603;
060715;1400;1,1579;
060715;1500;0,686625;
060715;1600;0,535295;
060715;1700;0,7632;
060715;1800;0,330553;
060715;1900;0,684011;
060715;2000;0,614914;
060715;2100;0,406835;
060715;2200;0,472071;
060715;2300;0,821069;
060716;0000;0,487772;
060716;0100;0,171941;
060716;0200;0,747821;
060716;0300;0,453087;
060716;0400;0,166317;
060716;0500;0,38027;
060716;0600;0,906013;
060716;0700;0,299429;
060716;0800;0,255578;
060716;0900;0,41845;
060716;1000;0,207407;
060716;1100;0,565681;
060716;1200;1,23626;
060716;1300;0,649937;
060716;1400;0,621428;
060716;1500;1,27173;
060716;1600;0,737597;
060716;1700;0,754676;
060716;1800;0,239974;
060716;1900;0,980468;
060716;2000;0,806864;
060716;2100;0,419308;
060716;2200;0,74046;
060716;2300;0,715158;
060717;0000;0,843247;
060717;0100;0,752225;
060717;0200;0,733683;
060717;0300;0,57482;
060717;0400;0,896133;
060717;0500;1,04592;
060717;0600;1,03032;
060717;0700;0,898749;
060717;0800;0,755033;
060717;0900;0,164281;
060717;1000;0,737661;
060717;1100;0,695702;
060717;1200;0,94346;
060717;1300;0,87921;
060717;1400;0,493493;
060717;1500;1,63299;
060717;1600;0,972775;
060717;1700;0,725454;
060717;1800;0,860308;
060717;1900;0,611197;
060717;2000;0,719998;
060717;2100;0,796354;
060717;2200;0,736207;
060717;2300;0,645899;
060718;0000;1,11176;
060718;0100;0,773194;
060718;0200;0,933795;
060718;0300;0,937607;
060718;0400;0,765752;
060718;0500;1,33785;
060718;0600;0,3314;
060718;0700;1,00034;
060718;0800;0,753917;
060718;0900;0,556964;
060718;1000;0,183537;
060718;1100;1,75845;
060718;1200;1,75508;
060718;1300;1,66657;
060718;1400;0,598622;
060718;1500;0,753052;
060718;1600;0,93362;
060718;1700;0,405044;
060718;1800;0,870177;
060718;1900;0,814508;
060718;2000;0,79669;
060718;2100;0,742019;
060718;2200;0,611398;
060718;2300;0,652963;
060719;0000;0,705832;
060719;0100;0,889915;
060719;0200;0,909096;
060719;0300;0,859115;
060719;0400;1,17816;
060719;0500;1,05219;
060719;0600;0,871239;
060719;0700;0,708449;
060719;0800;0,700696;
060719;0900;0,585423;
060719;1000;0,71517;
060719;1100;0,991811;
060719;1200;0,754616;
060719;1300;1,11944;
060719;1400;0,940982;
060719;1500;1,20908;
060719;1600;1,58357;
060719;1700;0,49109;
060719;1800;0,52848;
060719;1900;1,0469;
060719;2000;0,696795;
060719;2100;0,584179;
060719;2200;0,67979;
060719;2300;0,82348;
060720;0000;1,03621;
060720;0100;0,686657;
060720;0200;0,499719;
060720;0300;0,88717;
060720;0400;0,776999;
060720;0500;0,789581;
060720;0600;0,916059;
060720;0700;1,07253;
060720;0800;0,743806;
060720;0900;0,194037;
060720;1000;0,789447;
060720;1100;1,12487;
060720;1200;1,16994;
060720;1300;1,66976;
060720;1400;1,57588;
060720;1500;1,46523;
060720;1600;1,45521;
060720;1700;1,1454;
060720;1800;0,469677;
060720;1900;0,910089;
060720;2000;0,922602;
060720;2100;0,869153;
060720;2200;0,869949;
060720;2300;0,602713;
060721;0000;0,653148;
060721;0100;0,802374;
060721;0200;0,637156;
060721;0300;0,271088;
060721;0400;0,331973;
060721;0500;0,86698;
060721;0600;1,05742;
060721;0700;1,05307;
060721;0800;0,250973;
060721;0900;0,896111;
060721;1000;0,487554;
060721;1100;0,859358;
060721;1200;0,90785;
060721;1300;1,15679;
060721;1400;0,660975;
060721;1500;0,836699;
060721;1600;0,552507;
060721;1700;0,773718;
060721;1800;0,774707;
060721;1900;0,5713;
060721;2000;1,56641;
060721;2100;0,913918;
060721;2200;0,681885;
060721;2300;0,705013;
060722;0000;0,723699;
060722;0100;0,726462;
060722;0200;0,976789;
060722;0300;0,513883;
060722;0400;0,653008;
060722;0500;0,787457;
060722;0600;0,671162;
060722;0700;1,17773;
060722;0800;1,04779;
060722;0900;0,28879;
060722;1000;0,836118;
060722;1100;0,711102;
060722;1200;0,750669;
060722;1300;0,960865;
060722;1400;0,811523;
060722;1500;0,553586;
060722;1600;1,18096;
060722;1700;0,635489;
060722;1800;0,0665331;
060722;1900;0,290009;
060722;2000;0,391152;
060722;2100;0,292981;
060722;2200;0,357925;
060722;2300;0,618505;
060723;0000;0,239115;
060723;0100;0,287814;
060723;0200;0,663015;
060723;0300;0,509128;
060723;0400;0,387008;
060723;0500;0,986814;
060723;0600;0,497163;
060723;0700;0,460484;
060723;0800;0,399442;
060723;0900;0,648163;
060723;1000;1,10959;
060723;1100;0,491107;
060723;1200;0,732588;
060723;1300;1,16443;
060723;1400;1,34953;
060723;1500;1,53901;
060723;1600;1,33061;
060723;1700;1,06874;
060723;1800;0,776137;
060723;1900;0,526463;
060723;2000;0,60922;
060723;2100;0,36458;
060723;2200;0,79143;
060723;2300;0,782907;
060724;0000;0,895588;
060724;0100;0,379704;
060724;0200;0,238905;
060724;0300;0,420106;
060724;0400;0,55549;
060724;0500;0,340991;
060724;0600;0,505754;
060724;0700;0,866014;
060724;0800;1,30125;
060724;0900;0,701843;
060724;1000;0,501744;
060724;1100;0,743906;
060724;1200;0,107029;
060724;1300;0,884904;
060724;1400;0,887425;
060724;1500;0,826077;
060724;1600;0,431875;
060724;1700;0,178081;
060724;1800;0,571074;
060724;1900;0,670272;
060724;2000;0,70632;
060724;2100;0,220678;
060724;2200;0,548615;
060724;2300;0,824485;
060725;0000;0,781893;
060725;0100;0,594454;
060725;0200;0,490142;
060725;0300;0,967765;
060725;0400;1,77865;
060725;0500;0,570004;
060725;0600;0,983285;
060725;0700;0,106772;
060725;0800;0,423514;
060725;0900;0,623751;
060725;1000;1,40596;
060725;1100;0,554338;
060725;1200;0,802052;
060725;1300;0,379076;
060725;1400;1,11551;
060725;1500;0,294686;
060725;1600;0,294916;
060725;1700;0,764729;
060725;1800;0,462508;
060725;1900;0,24121;
060725;2000;0,115027;
060725;2100;0,255793;
060725;2200;0,578526;
060725;2300;0,340576;
060726;0000;0,426117;
060726;0100;0,566054;
060726;0200;2,38379;
060726;0300;1,1559;
060726;0400;0,866755;
060726;0500;0,739635;
060726;0600;0,368306;
060726;0700;0,388288;
060726;0800;0,476401;
060726;0900;0,967961;
060726;1000;0,611133;
060726;1100;1,04142;
060726;1200;0,434418;
060726;1300;0,282378;
060726;1400;0,683203;
060726;1500;0,788826;
060726;1600;1,36448;
060726;1700;0,880749;
060726;1800;0,858747;
060726;1900;0,664731;
060726;2000;0,449637;
060726;2100;0,350148;
060726;2200;0,55542;
060726;2300;0,559135;
060727;0000;0,443395;
060727;0100;0,396299;
060727;0200;0,244072;
060727;0300;0,261646;
060727;0400;0,48879;
060727;0500;0,724074;
060727;0600;0,523458;
060727;0700;0,88973;
060727;0800;0,734674;
060727;0900;0,300816;
060727;1000;0,512569;
060727;1100;0,41889;
060727;1200;0,913833;
060727;1300;0,763207;
060727;1400;1,12135;
060727;1500;1,45783;
060727;1600;1,44711;
060727;1700;1,02211;
060727;1800;0,545838;
060727;1900;0,424257;
060727;2000;0,280806;
060727;2100;0,655809;
060727;2200;0,457869;
060727;2300;0,491243;
060728;0000;0,670568;
060728;0100;0,380405;
060728;0200;0,636192;
060728;0300;0,379611;
060728;0400;0,67262;
060728;0500;0,777205;
060728;0600;0,649035;
060728;0700;0,660213;
060728;0800;0,459399;
060728;0900;0,425261;
060728;1000;0,695043;
060728;1100;0,981049;
060728;1200;0,755254;
060728;1300;1,30014;
060728;1400;0,409898;
060728;1500;0,774808;
060728;1600;0,974167;
060728;1700;1,11388;
060728;1800;0,532876;
060728;1900;0,823541;
060728;2000;0,573931;
060728;2100;0,461915;
060728;2200;0,572618;
060728;2300;0,619306;
060729;0000;0,644304;
060729;0100;0,590837;
060729;0200;0,868583;
060729;0300;0,761353;
060729;0400;0,886971;
060729;0500;0,509415;
060729;0600;0,886817;
060729;0700;0,635202;
060729;0800;0,586031;
060729;0900;0,0901947;
060729;1000;0,226801;
060729;1100;0,477434;
060729;1200;0,568027;
060729;1300;0,688247;
060729;1400;1,10798;
060729;1500;0,96174;
060729;1600;0,626344;
060729;1700;0,473962;
060729;1800;0,367822;
060729;1900;0,604732;
060729;2000;0,465096;
060729;2100;0,571404;
060729;2200;0,327971;
060729;2300;0,807281;
060730;0000;0,645648;
060730;0100;0,777033;
060730;0200;0,686956;
060730;0300;0,774111;
060730;0400;0,664412;
060730;0500;0,608562;
060730;0600;0,60745;
060730;0700;0,684278;
060730;0800;0,710189;
060730;0900;0,0270162;
060730;1000;0,485156;
060730;1100;0,712523;
060730;1200;1,1232;
060730;1300;1,14444;
060730;1400;0,963264;
060730;1500;1,01004;
060730;1600;1,07255;
060730;1700;0,97016;
060730;1800;0,557343;
060730;1900;0,722652;
060730;2000;0,771215;
060730;2100;0,579267;
060730;2200;0,686907;
060730;2300;0,671198;
060731;0000;0,733685;
060731;0100;0,886396;
060731;0200;0,885995;
060731;0300;0,717052;
060731;0400;0,556828;
060731;0500;0,933144;
060731;0600;0,578745;
060731;0700;0,911823;
060731;0800;0,605388;
060731;0900;0,710274;
060731;1000;0,884669;
060731;1100;0,866345;
060731;1200;0,975083;
060731;1300;0,848087;
060731;1400;1,46937;
060731;1500;1,23413;
060731;1600;1,04228;
060731;1700;1,09049;
060731;1800;0,71688;
060731;1900;0,480414;
060731;2000;0,655922;
060731;2100;0,584198;
060731;2200;0,264357;
060731;2300;0,369014;
060801;0000;0,925077;
060801;0100;0,769217;
060801;0200;0,830745;
060801;0300;0,813387;
060801;0400;0,848376;
060801;0500;0,760056;
060801;0600;0,757196;
060801;0700;0,828476;
060801;0800;0,235799;
060801;0900;0,307384;
060801;1000;0,285498;
060801;1100;0,455602;
060801;1200;0,32188;
060801;1300;0,885183;
060801;1400;0,243659;
060801;1500;0,708035;
060801;1600;0,387844;
060801;1700;0,470875;
060801;1800;0,112708;
060801;1900;0,70292;
060801;2000;0,396917;
060801;2100;0,481286;
060801;2200;0,471477;
060801;2300;0,439892;
060802;0000;0,759248;
060802;0100;0,747272;
060802;0200;0,774368;
060802;0300;0,581265;
060802;0400;0,562406;
060802;0500;0,454672;
060802;0600;0,564009;
060802;0700;0,330495;
060802;0800;0,260632;
060802;0900;0,322791;
060802;1000;0,799103;
060802;1100;0,866014;
060802;1200;0,920256;
060802;1300;0,47642;
060802;1400;0,617905;
060802;1500;0,694465;
060802;1600;1,24771;
060802;1700;0,89044;
060802;1800;0,11702;
060802;1900;0,439166;
060802;2000;0,48669;
060802;2100;0,185914;
060802;2200;0,502382;
060802;2300;0,49965;
060803;0000;0,482317;
060803;0100;0,614057;
060803;0200;0,508904;
060803;0300;0,748135;
