FECHA (YYMMDD);HORA (HHMM);;
060502;2100;15,2;
060502;2200;14,1416;
060502;2300;13,4833;
060503;0000;12,7583;
060503;0100;12,2083;
060503;0200;11,6833;
060503;0300;11,5583;
060503;0400;10,9833;
060503;0500;10,7583;
060503;0600;10,7;
060503;0700;10,55;
060503;0800;13,2666;
060503;0900;18,05;
060503;1000;20,8333;
060503;1100;22,85;
060503;1200;24,1416;
060503;1300;23,8416;
060503;1400;22,2166;
060503;1500;21,1833;
060503;1600;20,3666;
060503;1700;18,1333;
060503;1800;15,95;
060503;1900;13,6917;
060503;2000;12,4333;
060503;2100;11,825;
060503;2200;12,0833;
060503;2300;12,075;
060504;0000;11,925;
060504;0100;11,5167;
060504;0200;11,0083;
060504;0300;10,9333;
060504;0400;11,2917;
060504;0500;10,5083;
060504;0600;10,5;
060504;0700;10,8167;
060504;0800;12,6583;
060504;0900;16,1583;
060504;1000;17,2916;
060504;1100;18,6083;
060504;1200;19,325;
060504;1300;19,8333;
060504;1400;21,05;
060504;1500;21,6583;
060504;1600;20,6083;
060504;1700;19,125;
060504;1800;17,3167;
060504;1900;15,775;
060504;2000;14,575;
060504;2100;13,275;
060504;2200;12,575;
060504;2300;12,2417;
060505;0000;11,4417;
060505;0100;11,05;
060505;0200;10,6167;
060505;0300;9,96666;
060505;0400;9,28333;
060505;0500;8,65833;
060505;0600;8,79166;
060505;0700;9,39998;
060505;0800;9,99164;
060505;0900;10,0583;
060505;1000;10,7666;
060505;1100;13,525;
060505;1200;15,475;
060505;1300;15,125;
060505;1400;14,6833;
060505;1500;16,325;
060505;1600;16,0333;
060505;1700;15,1917;
060505;1800;12,7;
060505;1900;11,05;
060505;2000;10,85;
060505;2100;9,98331;
060505;2200;9,79166;
060505;2300;9,75832;
060506;0000;9,42499;
060506;0100;8,69997;
060506;0200;8,15833;
060506;0300;7,63332;
060506;0400;7,13332;
060506;0500;6,99998;
060506;0600;7,075;
060506;0700;7,27499;
060506;0800;9,32497;
060506;0900;13,975;
060506;1000;16,8333;
060506;1100;20,5583;
060506;1200;22,7583;
060506;1300;24,1833;
060506;1400;25,45;
060506;1500;25,6583;
060506;1600;25,75;
060506;1700;23,825;
060506;1800;20,425;
060506;1900;17,3083;
060506;2000;15,7666;
060506;2100;14,475;
060506;2200;13,4917;
060506;2300;12,6667;
060507;0000;11,85;
060507;0100;11,3583;
060507;0200;10,7417;
060507;0300;9,99997;
060507;0400;9,65833;
060507;0500;9,14998;
060507;0600;8,68332;
060507;0700;8,49997;
060507;0800;10,3167;
060507;0900;17,1833;
060507;1000;19,3333;
060507;1100;21,875;
060507;1200;23,9916;
060507;1300;26,1917;
060507;1400;26,95;
060507;1500;27,6;
060507;1600;27,3167;
060507;1700;24,3916;
060507;1800;21,075;
060507;1900;17,8416;
060507;2000;15,8667;
060507;2100;14,5166;
060507;2200;13,5667;
060507;2300;13,1333;
060508;0000;12,075;
060508;0100;11,4083;
060508;0200;10,575;
060508;0300;10,35;
060508;0400;9,89998;
060508;0500;9,29999;
060508;0600;9,05832;
060508;0700;9,04166;
060508;0800;11,25;
060508;0900;17,6083;
060508;1000;20,6833;
060508;1100;23,3666;
060508;1200;25,6666;
060508;1300;27,2333;
060508;1400;28,075;
060508;1500;28,3583;
060508;1600;27,9916;
060508;1700;25,8833;
060508;1800;21,5667;
060508;1900;18,1917;
060508;2000;16,2666;
060508;2100;14,9167;
060508;2200;13,8417;
060508;2300;13,175;
060509;0000;12,375;
060509;0100;11,9417;
060509;0200;10,9667;
060509;0300;10,2917;
060509;0400;9,65833;
060509;0500;9,4583;
060509;0600;9,13332;
060509;0700;8,97498;
060509;0800;11,1;
060509;0900;17,7;
060509;1000;20,9916;
060509;1100;23,5166;
060509;1200;25,6917;
060509;1300;27,1917;
060509;1400;28,1166;
060509;1500;27,7166;
060509;1600;26,7916;
060509;1700;23,825;
060509;1800;20;
060509;1900;17,675;
060509;2000;15,6833;
060509;2100;14,3333;
060509;2200;13,275;
060509;2300;12,2666;
060510;0000;11,4083;
060510;0100;10,65;
060510;0200;10,0583;
060510;0300;9,54999;
060510;0400;9,03333;
060510;0500;8,5833;
060510;0600;8,38332;
060510;0700;8,51665;
060510;0800;10,175;
060510;0900;16,125;
060510;1000;19,3416;
060510;1100;22,025;
060510;1200;24,8916;
060510;1300;26,8666;
060510;1400;28,0333;
060510;1500;28,0833;
060510;1600;27,4333;
060510;1700;24,5916;
060510;1800;20,5166;
060510;1900;17,4833;
060510;2000;15,4167;
060510;2100;14,1917;
060510;2200;13,1667;
060510;2300;12,2083;
060511;0000;11,4417;
060511;0100;10,6833;
060511;0200;9,96666;
060511;0300;9,22498;
060511;0400;8,71666;
060511;0500;8,28331;
060511;0600;7,89999;
060511;0700;7,89165;
060511;0800;9,69997;
060511;0900;15,2917;
060511;1000;18,8666;
060511;1100;22,275;
060511;1200;24,4666;
060511;1300;25,8833;
060511;1400;26,5166;
060511;1500;25,775;
060511;1600;25,025;
060511;1700;22,9166;
060511;1800;19,7833;
060511;1900;17,0667;
060511;2000;14,9583;
060511;2100;13,85;
060511;2200;12,6833;
060511;2300;11,5583;
060512;0000;10,25;
060512;0100;9,03333;
060512;0200;7,76665;
060512;0300;6,65833;
060512;0400;5,20833;
060512;0500;5,22498;
060512;0600;5,65833;
060512;0700;6,25832;
060512;0800;6,58333;
060512;0900;7,70833;
060512;1000;12,075;
060512;1100;13,6917;
060512;1200;13,525;
060512;1300;13,6167;
060512;1400;16,2;
060512;1500;17,5833;
060512;1600;18,0583;
060512;1700;16,8083;
060512;1800;14,8083;
060512;1900;13,15;
060512;2000;12,2;
060512;2100;10,8167;
060512;2200;10,0417;
060512;2300;9,41666;
060513;0000;8,4583;
060513;0100;7,83333;
060513;0200;7,41666;
060513;0300;6,96666;
060513;0400;6,53333;
060513;0500;5,96666;
060513;0600;5,65833;
060513;0700;5,34166;
060513;0800;7,21666;
060513;0900;13,7167;
060513;1000;17;
060513;1100;19,8916;
060513;1200;21,9083;
060513;1300;22,5583;
060513;1400;22,3833;
060513;1500;21,7;
060513;1600;19,575;
060513;1700;17,475;
060513;1800;14,3417;
060513;1900;12,3;
060513;2000;11,2167;
060513;2100;10,1;
060513;2200;8,44165;
060513;2300;7,09166;
060514;0000;6,62498;
060514;0100;6,25832;
060514;0200;5,925;
060514;0300;4,98331;
060514;0400;4,78333;
060514;0500;4,72498;
060514;0600;5,12498;
060514;0700;4,99165;
060514;0800;4,59998;
060514;0900;5,925;
060514;1000;6,56666;
060514;1100;9,35831;
060514;1200;13,8083;
060514;1300;16,1083;
060514;1400;17,5416;
060514;1500;18,5667;
060514;1600;18,1;
060514;1700;14,8833;
060514;1800;12,75;
060514;1900;11,5166;
060514;2000;10,55;
060514;2100;9,75832;
060514;2200;8,93332;
060514;2300;8,12497;
060515;0000;8,10831;
060515;0100;7,575;
060515;0200;6,79166;
060515;0300;6,08333;
060515;0400;5,43333;
060515;0500;5,39999;
060515;0600;5,50832;
060515;0700;5,99165;
060515;0800;6,05833;
060515;0900;6,24998;
060515;1000;7,09998;
060515;1100;9,5833;
060515;1200;13,15;
060515;1300;15,425;
060515;1400;17,275;
060515;1500;17,6333;
060515;1600;16,9333;
060515;1700;15,2666;
060515;1800;14,4917;
060515;1900;14,1167;
060515;2000;13,8916;
060515;2100;13,5583;
060515;2200;13,2917;
060515;2300;13,175;
060516;0000;13,0083;
060516;0100;12,675;
060516;0200;12,15;
060516;0300;11,4167;
060516;0400;11,1833;
060516;0500;11,1083;
060516;0600;11,3667;
060516;0700;11,1833;
060516;0800;11,9583;
060516;0900;13,7833;
060516;1000;16,2166;
060516;1100;18,6;
060516;1200;19,8583;
060516;1300;19,9583;
060516;1400;19,9583;
060516;1500;19,8333;
060516;1600;19,375;
060516;1700;18,275;
060516;1800;17,2416;
060516;1900;16,4166;
060516;2000;15,55;
060516;2100;14,55;
060516;2200;14,125;
060516;2300;13,8083;
060517;0000;13,3417;
060517;0100;12,5417;
060517;0200;12,0583;
060517;0300;11,65;
060517;0400;11,4917;
060517;0500;10,7083;
060517;0600;9,76665;
060517;0700;9,39165;
060517;0800;10,2917;
060517;0900;12,3;
060517;1000;14,7333;
060517;1100;16,8833;
060517;1200;17,525;
060517;1300;18,4916;
060517;1400;18,6333;
060517;1500;18,4417;
060517;1600;19,3833;
060517;1700;18,3833;
060517;1800;16,5583;
060517;1900;15,6416;
060517;2000;14,8667;
060517;2100;14,225;
060517;2200;13,5667;
060517;2300;13,1416;
060518;0000;12,8583;
060518;0100;12,5417;
060518;0200;11,9083;
060518;0300;11,5417;
060518;0400;11,3167;
060518;0500;10,9167;
060518;0600;10,4833;
060518;0700;10,3583;
060518;0800;10,775;
060518;0900;12,4417;
060518;1000;14,125;
060518;1100;16,475;
060518;1200;17,75;
060518;1300;18,7416;
060518;1400;19,3;
060518;1500;17,9333;
060518;1600;17,1666;
060518;1700;16,3167;
060518;1800;14,6333;
060518;1900;13,4833;
060518;2000;13,0833;
060518;2100;12,3083;
060518;2200;11,2833;
060518;2300;10,4333;
060519;0000;9,63332;
060519;0100;8,79166;
060519;0200;8,65833;
060519;0300;8,41666;
060519;0400;8,54166;
060519;0500;8,0833;
060519;0600;7,89999;
060519;0700;8,87497;
060519;0800;8,91666;
060519;0900;9,15833;
060519;1000;10,3667;
060519;1100;11,9;
060519;1200;13,1333;
060519;1300;13,5917;
060519;1400;13,7583;
060519;1500;13,5583;
060519;1600;13,3833;
060519;1700;12,6583;
060519;1800;11,8909;
060519;1900;11,525;
060519;2000;11,3167;
060519;2100;11,2166;
060519;2200;11,0833;
060519;2300;11,0417;
060520;0000;10,6833;
060520;0100;10,5167;
060520;0200;10,4167;
060520;0300;10,1583;
060520;0400;10,05;
060520;0500;10,1333;
060520;0600;10,1167;
060520;0700;9,9583;
060520;0800;10,05;
060520;0900;11,1667;
060520;1000;13,1333;
060520;1100;14,6083;
060520;1200;15,6833;
060520;1300;16,475;
060520;1400;16,8;
060520;1500;16,7666;
060520;1600;16,3083;
060520;1700;15,4833;
060520;1800;14,625;
060520;1900;13,8667;
060520;2000;13,1083;
060520;2100;13,0417;
060520;2200;12,8916;
060520;2300;12,1667;
060521;0000;11,8667;
060521;0100;11,225;
060521;0200;10,5583;
060521;0300;9,97498;
060521;0400;9,49997;
060521;0500;8,77498;
060521;0600;8,21666;
060521;0700;7,80833;
060521;0800;8,65833;
060521;0900;13,35;
060521;1000;14,625;
060521;1100;16,7916;
060521;1200;18,8583;
060521;1300;21,3416;
060521;1400;21,0333;
060521;1500;19,9666;
060521;1600;19,3167;
060521;1700;18,1083;
060521;1800;16,525;
060521;1900;15,075;
060521;2000;14,5667;
060521;2100;14,3417;
060521;2200;13,575;
060521;2300;12,3833;
060522;0000;11,2833;
060522;0100;10,6167;
060522;0200;10,275;
060522;0300;10,3916;
060522;0400;10,4667;
060522;0500;10,3583;
060522;0600;10,9083;
060522;0700;10,7833;
060522;0800;11,3417;
060522;0900;14,825;
060522;1000;18,45;
060522;1100;20,2583;
060522;1200;21,0083;
060522;1300;21,1;
060522;1400;21,625;
060522;1500;22,4167;
060522;1600;21,7666;
060522;1700;20,2833;
060522;1800;18,0916;
060522;1900;16,8833;
060522;2000;16,375;
060522;2100;16,275;
060522;2200;16,1667;
060522;2300;15,6167;
060523;0000;14,9583;
060523;0100;14,975;
060523;0200;15,0667;
060523;0300;16,1083;
060523;0400;16,625;
060523;0500;16,1;
060523;0600;15,9417;
060523;0700;15,8333;
060523;0800;16,625;
060523;0900;18,5667;
060523;1000;19,4916;
060523;1100;19,8583;
060523;1200;19,625;
060523;1300;20,8416;
060523;1400;21,4167;
060523;1500;21,85;
060523;1600;20,6833;
060523;1700;19,4583;
060523;1800;19,2333;
060523;1900;20,4666;
060523;2000;19,15;
060523;2100;18,1;
060523;2200;17,7166;
060523;2300;17,4916;
060524;0000;17,2166;
060524;0100;16,6166;
060524;0200;16,2833;
060524;0300;16,1833;
060524;0400;16,225;
060524;0500;16,6833;
060524;0600;16,85;
060524;0700;17;
060524;0800;16,9833;
060524;0900;16,7833;
060524;1000;16,8833;
060524;1100;17,6666;
060524;1200;17,9916;
060524;1300;18,2083;
060524;1400;18,4333;
060524;1500;17,7833;
060524;1600;17;
060524;1700;16,5166;
060524;1800;16,4;
060524;1900;15,75;
060524;2000;15,525;
060524;2100;15,2833;
060524;2200;15;
060524;2300;14,8583;
060525;0000;14,4333;
060525;0100;14;
060525;0200;13,65;
060525;0300;13,5;
060525;0400;13,225;
060525;0500;12,8667;
060525;0600;13,125;
060525;0700;13,175;
060525;0800;15,8;
060525;0900;18,9;
060525;1000;18,5583;
060525;1100;18,0333;
060525;1200;18,5667;
060525;1300;18,9666;
060525;1400;18,8666;
060525;1500;17,6917;
060525;1600;17,1333;
060525;1700;17,0083;
060525;1800;16,775;
060525;1900;16,5333;
060525;2000;14,9417;
060525;2100;14,3417;
060525;2200;14,2;
060525;2300;14,1416;
060526;0000;14,0083;
060526;0100;13,8916;
060526;0200;13,5917;
060526;0300;13,4667;
060526;0400;13,2833;
060526;0500;12,8667;
060526;0600;12,675;
060526;0700;12,575;
060526;0800;13,4167;
060526;0900;14,95;
060526;1000;16,2333;
060526;1100;16,6333;
060526;1200;16,8167;
060526;1300;16,975;
060526;1400;17,575;
060526;1500;18,3083;
060526;1600;17,7166;
060526;1700;17,2916;
060526;1800;16,7833;
060526;1900;16,2666;
060526;2000;15,9667;
060526;2100;15,7;
060526;2200;15;
060526;2300;13,55;
060527;0000;12,3833;
060527;0100;11,65;
060527;0200;10,8916;
060527;0300;11,4583;
060527;0400;11,9167;
060527;0500;12,4;
060527;0600;12,675;
060527;0700;12,8667;
060527;0800;13,0333;
060527;0900;13,15;
060527;1000;15,3583;
060527;1100;15,9583;
060527;1200;16,7166;
060527;1300;18,4916;
060527;1400;19,8833;
060527;1500;21,675;
060527;1600;21,7583;
060527;1700;20,2583;
060527;1800;17,9666;
060527;1900;16,7;
060527;2000;15,4917;
060527;2100;14,5583;
060527;2200;13,65;
060527;2300;12,7833;
060528;0000;12;
060528;0100;11,3916;
060528;0200;10,7;
060528;0300;10,3;
060528;0400;9,64165;
060528;0500;9,28333;
060528;0600;8,99164;
060528;0700;8,73331;
060528;0800;9,42499;
060528;0900;13,9833;
060528;1000;17,1;
060528;1100;19,3083;
060528;1200;20,6583;
060528;1300;21,4583;
060528;1400;21,8583;
060528;1500;21,2333;
060528;1600;20,3666;
060528;1700;17,7583;
060528;1800;14,9833;
060528;1900;14,075;
060528;2000;13,0583;
060528;2100;12,4167;
060528;2200;12,1333;
060528;2300;11,7833;
060529;0000;11,5333;
060529;0100;11,3667;
060529;0200;11,05;
060529;0300;10,6416;
060529;0400;10,2833;
060529;0500;10,2666;
060529;0600;10,25;
060529;0700;9,84998;
060529;0800;9,46666;
060529;0900;12,0583;
060529;1000;14,9417;
060529;1100;16,2917;
060529;1200;17,4;
060529;1300;18,5;
060529;1400;19,3167;
060529;1500;19,2583;
060529;1600;18,2666;
060529;1700;15,25;
060529;1800;13,925;
060529;1900;13,1833;
060529;2000;12,4583;
060529;2100;11,875;
060529;2200;11,675;
060529;2300;11,6416;
060530;0000;11,5833;
060530;0100;11,6333;
060530;0200;11,2417;
060530;0300;10,975;
060530;0400;10,675;
060530;0500;10,4667;
060530;0600;10,2917;
060530;0700;10,1583;
060530;0800;9,9583;
060530;0900;12,3667;
060530;1000;15,35;
060530;1100;16,925;
060530;1200;18,275;
060530;1300;19,8167;
060530;1400;20,8666;
060530;1500;20,7416;
060530;1600;20,65;
060530;1700;18,2583;
060530;1800;16,175;
060530;1900;14,2083;
060530;2000;13,0583;
060530;2100;12,4;
060530;2200;11,575;
060530;2300;10,8;
060531;0000;10,4833;
060531;0100;9,97498;
060531;0200;9,85831;
060531;0300;10,0833;
060531;0400;10,4583;
060531;0500;10,775;
060531;0600;11,3583;
060531;0700;11,625;
060531;0800;11,975;
060531;0900;12,575;
060531;1000;14,1667;
060531;1100;16,5333;
060531;1200;17,6333;
060531;1300;17,2083;
060531;1400;15,9917;
060531;1500;15,35;
060531;1600;15,425;
060531;1700;15,05;
060531;1800;14,5333;
060531;1900;14,225;
060531;2000;13,925;
060531;2100;13,1416;
060531;2200;12,8583;
060531;2300;12,4667;
060601;0000;12,1167;
060601;0100;11,7917;
060601;0200;11,5417;
060601;0300;11,4667;
060601;0400;11,7583;
060601;0500;11,3167;
060601;0600;10,8417;
060601;0700;10,8083;
060601;0800;11,275;
060601;0900;12,525;
060601;1000;13,925;
060601;1100;14,875;
060601;1200;15,6416;
060601;1300;16,1917;
060601;1400;16,4666;
060601;1500;16,45;
060601;1600;15,9666;
060601;1700;15,1416;
060601;1800;14,5583;
060601;1900;14,1167;
060601;2000;13,375;
060601;2100;12,9833;
060601;2200;12,75;
060601;2300;12,55;
060602;0000;13,0083;
060602;0100;12,4667;
060602;0200;12,3;
060602;0300;12,0833;
060602;0400;11,8167;
060602;0500;11,7;
060602;0600;11,7417;
060602;0700;11,9083;
060602;0800;12,025;
060602;0900;12,4;
060602;1000;13,5;
060602;1100;14,7417;
060602;1200;15,9583;
060602;1300;17,2666;
060602;1400;17,4666;
060602;1500;17,0333;
060602;1600;17,425;
060602;1700;17,3833;
060602;1800;16,2917;
060602;1900;14,875;
060602;2000;13,0833;
060602;2100;12;
060602;2200;11,4167;
060602;2300;10,9417;
060603;0000;10,9083;
060603;0100;10,05;
060603;0200;9,13332;
060603;0300;8,42499;
060603;0400;7,99998;
060603;0500;7,61665;
060603;0600;7,34998;
060603;0700;7,075;
060603;0800;7,94166;
060603;0900;12,175;
060603;1000;14,8833;
060603;1100;16,95;
060603;1200;17,8833;
060603;1300;18,3333;
060603;1400;18,9666;
060603;1500;18,225;
060603;1600;17,05;
060603;1700;15,85;
060603;1800;14,7583;
060603;1900;13,875;
060603;2000;12,85;
060603;2100;11,8667;
060603;2200;11,75;
060603;2300;11,8583;
060604;0000;11,7583;
060604;0100;11,55;
060604;0200;11,525;
060604;0300;11,6333;
060604;0400;11,3667;
060604;0500;11,1;
060604;0600;11,2833;
060604;0700;11,475;
060604;0800;11,375;
060604;0900;12,625;
060604;1000;12,8583;
060604;1100;14,2583;
060604;1200;16,7333;
060604;1300;19,3;
060604;1400;19,9;
060604;1500;20,1083;
060604;1600;19,6416;
060604;1700;18,8916;
060604;1800;16,9417;
060604;1900;15,1167;
060604;2000;14,3667;
060604;2100;13,6083;
060604;2200;12,9417;
060604;2300;12,65;
060605;0000;12,3417;
060605;0100;12,2833;
060605;0200;12;
060605;0300;11,6667;
060605;0400;11,4833;
060605;0500;11,4167;
060605;0600;11,6917;
060605;0700;11,8333;
060605;0800;11,9583;
060605;0900;12,7083;
060605;1000;13,0083;
060605;1100;12,975;
060605;1200;12,9;
060605;1300;12,35;
060605;1400;14,1;
060605;1500;15,3916;
060605;1600;14,7417;
060605;1700;14,225;
060605;1800;13,9333;
060605;1900;14;
060605;2000;13,4583;
060605;2100;13,15;
060605;2200;13,1083;
060605;2300;12,7333;
060606;0000;12,6416;
060606;0100;12,5083;
060606;0200;12,3333;
060606;0300;12,0667;
060606;0400;12,2333;
060606;0500;12,55;
060606;0600;14,5417;
060606;0700;12,8167;
060606;0800;12,7;
060606;0900;13,0833;
060606;1000;13,675;
060606;1100;14,025;
060606;1200;14,525;
060606;1300;13,8417;
060606;1400;13,6167;
060606;1500;13,8;
060606;1600;13,8167;
060606;1700;13,7417;
060606;1800;13,4667;
060606;1900;13,3333;
060606;2000;12,9667;
060606;2100;12,9;
060606;2200;12,4417;
060606;2300;12,1333;
060607;0000;12,2333;
060607;0100;11,8333;
060607;0200;11,6417;
060607;0300;11,4917;
060607;0400;11,525;
060607;0500;11,575;
060607;0600;11,5083;
060607;0700;11,9917;
060607;0800;12,3916;
060607;0900;12,5667;
060607;1000;12,6167;
060607;1100;12,6583;
060607;1200;13,3417;
060607;1300;14,9583;
060607;1400;15,0417;
060607;1500;14,5083;
060607;1600;13,8333;
060607;1700;13,3333;
060607;1800;12,825;
060607;1900;12,7083;
060607;2000;12,1917;
060607;2100;12,15;
060607;2200;11,525;
060607;2300;11,0917;
060608;0000;10,875;
060608;0100;10,7333;
060608;0200;10,6583;
060608;0300;10,775;
060608;0400;10,5667;
060608;0500;10,45;
060608;0600;10,1833;
060608;0700;9,72498;
060608;0800;9,86664;
060608;0900;9,44165;
060608;1000;8,78333;
060608;1100;8,97498;
060608;1200;9,69165;
060608;1300;10,3333;
060608;1400;10,35;
060608;1500;10,075;
060608;1600;9,77498;
060608;1700;9,55832;
060608;1800;9,59998;
060608;1900;9,84163;
060608;2000;9,94165;
060608;2100;9,78331;
060608;2200;9,71663;
060608;2300;9,54999;
060609;0000;9,49997;
060609;0100;9,29999;
060609;0200;9,23331;
060609;0300;9,23331;
060609;0400;9,14165;
060609;0500;8,91666;
060609;0600;8,93332;
060609;0700;9,0833;
060609;0800;9,19997;
060609;0900;9,69997;
060609;1000;10,5417;
060609;1100;11,8416;
060609;1200;13,3083;
060609;1300;14,7167;
060609;1400;14,6083;
060609;1500;14,3083;
060609;1600;13,4667;
060609;1700;13,4083;
060609;1800;11,9167;
060609;1900;10,6167;
060609;2000;9,72498;
060609;2100;9,15833;
060609;2200;9,39165;
060609;2300;8,21666;
060610;0000;7,64165;
060610;0100;6,85;
060610;0200;6,21666;
060610;0300;5,75832;
060610;0400;5,28333;
060610;0500;5,01665;
060610;0600;4,89999;
060610;0700;4,52499;
060610;0800;5,09166;
060610;0900;7,59998;
060610;1000;10,575;
060610;1100;12,2333;
060610;1200;12,0583;
060610;1300;12,2417;
060610;1400;12,5583;
060610;1500;12,3667;
060610;1600;11,4917;
060610;1700;10,7666;
060610;1800;10,0333;
060610;1900;9,79166;
060610;2000;9,19165;
060610;2100;8,27498;
060610;2200;7,61665;
060610;2300;7,24998;
060611;0000;7,09166;
060611;0100;7,15833;
060611;0200;7,14999;
060611;0300;7,26665;
060611;0400;7,41666;
060611;0500;7,47498;
060611;0600;7,29166;
060611;0700;7,47498;
060611;0800;7,74998;
060611;0900;9,0833;
060611;1000;10,4833;
060611;1100;11,8;
060611;1200;12,725;
060611;1300;13,1416;
060611;1400;13,4083;
060611;1500;12,4417;
060611;1600;12,6917;
060611;1700;12,8333;
060611;1800;11,9167;
060611;1900;11,4666;
060611;2000;11,3083;
060611;2100;11,2417;
060611;2200;11,4167;
060611;2300;11,15;
060612;0000;11,6167;
060612;0100;10,75;
060612;0200;10,0083;
060612;0300;10,1833;
060612;0400;10,5083;
060612;0500;10,125;
060612;0600;10,4667;
060612;0700;10,8583;
060612;0800;10,6;
060612;0900;11,2167;
060612;1000;11,9083;
060612;1100;12,7917;
060612;1200;14,1917;
060612;1300;15,6167;
060612;1400;15,3167;
060612;1500;15,8167;
060612;1600;15,1667;
060612;1700;14,5166;
060612;1800;13,8;
060612;1900;12,9917;
060612;2000;12,6167;
060612;2100;12,5167;
060612;2200;12,5667;
060612;2300;12,1;
060613;0000;11,7083;
060613;0100;11,225;
060613;0200;11,1833;
060613;0300;11,2583;
060613;0400;10,7917;
060613;0500;10,4167;
060613;0600;10,4583;
060613;0700;10,6583;
060613;0800;11,0667;
060613;0900;11,8083;
060613;1000;13,1083;
060613;1100;13,9917;
060613;1200;14,9;
060613;1300;15,325;
060613;1400;15,725;
060613;1500;16,125;
060613;1600;16,0833;
060613;1700;15,4667;
060613;1800;14,4917;
060613;1900;13,8667;
060613;2000;13,5917;
060613;2100;13,3167;
060613;2200;12,1917;
060613;2300;11,2417;
060614;0000;10,75;
060614;0100;10,375;
060614;0200;9,96666;
060614;0300;9,43332;
060614;0400;9,29999;
060614;0500;8,82497;
060614;0600;8,63332;
060614;0700;8,66666;
060614;0800;8,92499;
060614;0900;11,9167;
060614;1000;15,825;
060614;1100;17,4583;
060614;1200;19,3333;
060614;1300;20,6583;
060614;1400;21,8666;
060614;1500;22,6333;
060614;1600;22,6833;
060614;1700;20,5333;
060614;1800;17,5583;
060614;1900;15,0166;
060614;2000;13,675;
060614;2100;12,8417;
060614;2200;11,9583;
060614;2300;11,525;
060615;0000;10,6917;
060615;0100;10,4;
060615;0200;10,5917;
060615;0300;10,05;
060615;0400;9,54166;
060615;0500;9,2083;
060615;0600;8,80832;
060615;0700;8,88332;
060615;0800;9,29166;
060615;0900;11,325;
060615;1000;15,6667;
060615;1100;17,6833;
060615;1200;19,3083;
060615;1300;20,3416;
060615;1400;;
060615;1500;21,3833;
060615;1600;20,7917;
060615;1700;18,775;
060615;1800;16,7833;
060615;1900;14,6833;
060615;2000;14,1667;
060615;2100;13,5083;
060615;2200;13,0667;
060615;2300;12,525;
060616;0000;12,1333;
060616;0100;11,8167;
060616;0200;11,5;
060616;0300;11,05;
060616;0400;10,8;
060616;0500;10,2917;
060616;0600;10,0917;
060616;0700;9,59166;
060616;0800;9,40833;
060616;0900;13,5;
060616;1000;17,5583;
060616;1100;19,6583;
060616;1200;21,4083;
060616;1300;22,625;
060616;1400;23,65;
060616;1500;23,975;
060616;1600;23,1;
060616;1700;20,1416;
060616;1800;17,0916;
060616;1900;14,7917;
060616;2000;12,6917;
060616;2100;10,7917;
060616;2200;10,6833;
060616;2300;10,7;
060617;0000;10,6417;
060617;0100;10,5833;
060617;0200;10,4833;
060617;0300;10,4;
060617;0400;10,5833;
060617;0500;10,6583;
060617;0600;10,875;
060617;0700;11,1083;
060617;0800;11,1416;
060617;0900;11,775;
060617;1000;12,3167;
060617;1100;12,9666;
060617;1200;13,5166;
060617;1300;15,475;
060617;1400;16,7166;
060617;1500;17,1416;
060617;1600;16,825;
060617;1700;15,2917;
060617;1800;14,325;
060617;1900;13,8667;
060617;2000;13,15;
060617;2100;12,675;
060617;2200;12,1833;
060617;2300;12,1667;
060618;0000;11,7917;
060618;0100;11,7083;
060618;0200;11,625;
060618;0300;11,4333;
060618;0400;11,15;
060618;0500;11,05;
060618;0600;10,9417;
060618;0700;11;
060618;0800;11,35;
060618;0900;12,3333;
060618;1000;13,6;
060618;1100;15,225;
060618;1200;16,5583;
060618;1300;18,3416;
060618;1400;19,45;
060618;1500;19,2833;
060618;1600;18;
060618;1700;16,425;
060618;1800;15,5;
060618;1900;14,5;
060618;2000;13,525;
060618;2100;12,7833;
060618;2200;12,4167;
060618;2300;11,7917;
060619;0000;10,875;
060619;0100;10,3916;
060619;0200;10,3833;
060619;0300;10,4417;
060619;0400;9,64998;
060619;0500;9,47498;
060619;0600;9,61664;
060619;0700;9,21666;
060619;0800;9,7083;
060619;0900;11,0583;
060619;1000;13,1;
060619;1100;14,45;
060619;1200;13,575;
060619;1300;14,2417;
060619;1400;15,0333;
060619;1500;15,2167;
060619;1600;15,175;
060619;1700;14,35;
060619;1800;12,9667;
060619;1900;11,8167;
060619;2000;10,8083;
060619;2100;10,475;
060619;2200;9,86664;
060619;2300;9,20833;
060620;0000;8,64998;
060620;0100;7,8;
060620;0200;6,86665;
060620;0300;6,3;
060620;0400;6,23333;
060620;0500;5,85833;
060620;0600;6,39165;
060620;0700;7,27499;
060620;0800;7,16666;
060620;0900;7,00832;
060620;1000;9,12497;
060620;1100;;
060620;1200;;
060620;1300;;
060620;1400;;
060620;1500;;
060620;1600;;
060620;1700;;
060620;1800;;
060620;1900;;
060620;2000;;
060620;2100;;
060620;2200;;
060620;2300;;
060621;0000;;
060621;0100;;
060621;0200;;
060621;0300;;
060621;0400;;
060621;0500;;
060621;0600;;
060621;0700;;
060621;0800;;
060621;0900;;
060621;1000;;
060621;1100;;
060621;1200;;
060621;1300;;
060621;1400;;
060621;1500;;
060621;1600;;
060621;1700;;
060621;1800;;
060621;1900;;
060621;2000;;
060621;2100;;
060621;2200;;
060621;2300;;
060622;0000;;
060622;0100;;
060622;0200;;
060622;0300;;
