FECHA (YYMMDD);HORA (HHMM);;
080706;0700;91;
080706;0800;;
080706;0900;87,1664;
080706;1000;82,3333;
080706;1100;79,4164;
080706;1200;74,5;
080706;1300;69;
080706;1400;59,9166;
080706;1500;58,8333;
080706;1600;57,0833;
080706;1700;65,8333;
080706;1800;76,3333;
080706;1900;81,3333;
080706;2000;84,0833;
080706;2100;87;
080706;2200;88,0907;
080706;2300;89,25;
080707;0000;90,25;
080707;0100;91,25;
080707;0200;92;
080707;0300;92,25;
080707;0400;92,5;
080707;0500;93;
080707;0600;92,7776;
080707;0700;92,9164;
080707;0800;91,1664;
080707;0900;84,5;
080707;1000;94,1664;
080707;1100;83;
080707;1200;62,6666;
080707;1300;57,5;
080707;1400;57,5;
080707;1500;53;
080707;1600;53;
080707;1700;61,5833;
080707;1800;69,3333;
080707;1900;78,0833;
080707;2000;82,4164;
080707;2100;84,5833;
080707;2200;84,6664;
080707;2300;84,5833;
080708;0000;83;
080708;0100;83,9091;
080708;0200;84,0833;
080708;0300;85,5;
080708;0400;86,9164;
080708;0500;86,0833;
080708;0600;86,5;
080708;0700;;
080708;0800;84,6364;
080708;0900;72,5833;
080708;1000;60,25;
080708;1100;51,3333;
080708;1200;42,5;
080708;1300;41;
080708;1400;37,3333;
080708;1500;30,5;
080708;1600;31,25;
080708;1700;36,4166;
080708;1800;48,4166;
080708;1900;60,5833;
080708;2000;64,3333;
080708;2100;65,0833;
080708;2200;68,5833;
080708;2300;71;
080709;0000;73;
080709;0100;74,5833;
080709;0200;74,25;
080709;0300;74,9164;
080709;0400;75,5;
080709;0500;74,5;
080709;0600;74,0833;
080709;0700;65,0833;
080709;0800;63,1666;
080709;0900;59,75;
080709;1000;46,9166;
080709;1100;35,6666;
080709;1200;30,75;
080709;1300;27,5;
080709;1400;29,9167;
080709;1500;38,9166;
080709;1600;51,8333;
080709;1700;60,25;
080709;1800;75;
080709;1900;79,5;
080709;2000;84,4164;
080709;2100;86,8333;
080709;2200;93,4164;
080709;2300;;
080710;0000;94,8333;
080710;0100;94,6364;
080710;0200;93,4164;
080710;0300;94,4164;
080710;0400;94,3634;
080710;0500;92,25;
080710;0600;92,7272;
080710;0700;;
080710;0800;;
080710;0900;91,25;
080710;1000;87,0833;
080710;1100;80,1664;
080710;1200;72,75;
080710;1300;72,4164;
080710;1400;71,6664;
080710;1500;73,0833;
080710;1600;78,6664;
080710;1700;82,5;
080710;1800;85,6664;
080710;1900;88;
080710;2000;89,25;
080710;2100;89,4164;
080710;2200;89,5833;
080710;2300;;
080711;0000;91,8333;
080711;0100;91,7272;
080711;0200;91;
080711;0300;;
080711;0400;90,1664;
080711;0500;90;
080711;0600;;
080711;0700;91,9164;
080711;0800;93,5833;
080711;0900;90,1664;
080711;1000;77,4164;
080711;1100;67,9164;
080711;1200;67,9164;
080711;1300;68,75;
080711;1400;72,5833;
080711;1500;72,3333;
080711;1600;72,3333;
080711;1700;74,75;
080711;1800;77,8333;
080711;1900;80,75;
080711;2000;82,8333;
080711;2100;84,1818;
080711;2200;86,6664;
080711;2300;;
080712;0000;87,4164;
080712;0100;89;
080712;0200;90,0833;
080712;0300;90,75;
080712;0400;;
080712;0500;91,0833;
080712;0600;90,8999;
080712;0700;90;
080712;0800;86,4545;
080712;0900;83,1664;
080712;1000;76;
080712;1100;81,25;
080712;1200;79,5;
080712;1300;85,0833;
080712;1400;88,25;
080712;1500;89,9164;
080712;1600;85,25;
080712;1700;85,3333;
080712;1800;89,6664;
080712;1900;93;
080712;2000;94,3333;
080712;2100;95;
080712;2200;;
080712;2300;93,7272;
080713;0000;93,5;
080713;0100;;
080713;0200;;
080713;0300;93,6664;
080713;0400;;
080713;0500;;
080713;0600;95,25;
080713;0700;96;
080713;0800;94,5;
080713;0900;91,0833;
080713;1000;82,3333;
080713;1100;69,5833;
080713;1200;61,9166;
080713;1300;55,4166;
080713;1400;47;
080713;1500;45,8333;
080713;1600;51,3333;
080713;1700;61,75;
080713;1800;71,25;
080713;1900;78,75;
080713;2000;82,1664;
080713;2100;85,8333;
080713;2200;87,0833;
080713;2300;88,25;
080714;0000;89,1664;
080714;0100;90,5;
080714;0200;90,75;
080714;0300;90,9091;
080714;0400;90,5;
080714;0500;91,3333;
080714;0600;91,0833;
080714;0700;90,25;
080714;0800;86,5;
080714;0900;70,3333;
080714;1000;58,5;
080714;1100;51,5;
080714;1200;46,5;
080714;1300;39,0833;
080714;1400;37,5833;
080714;1500;38,6666;
080714;1600;38,8333;
080714;1700;56,5453;
080714;1800;69,0833;
080714;1900;73,75;
080714;2000;74,6664;
080714;2100;78,5;
080714;2200;76,75;
080714;2300;77,1664;
080715;0000;76,5;
080715;0100;78,6664;
080715;0200;79,1664;
080715;0300;78,0833;
080715;0400;78,25;
080715;0500;77,8333;
080715;0600;77,75;
080715;0700;77,5833;
080715;0800;75,5;
080715;0900;58,0833;
080715;1000;50,8333;
080715;1100;50,0833;
080715;1200;52,8333;
080715;1300;50,25;
080715;1400;52,3333;
080715;1500;55,5;
080715;1600;60,9166;
080715;1700;70,8333;
080715;1800;84,75;
080715;1900;93,8333;
080715;2000;95,6664;
080715;2100;94;
080715;2200;93,5;
080715;2300;;
080716;0000;;
080716;0100;94,3333;
080716;0200;95;
080716;0300;;
080716;0400;94;
080716;0500;;
080716;0600;92,3634;
080716;0700;90,5833;
080716;0800;90,25;
080716;0900;85,5833;
080716;1000;79,5833;
080716;1100;74,5833;
080716;1200;70,5;
080716;1300;65,75;
080716;1400;57,6666;
080716;1500;47,3333;
080716;1600;47,8333;
080716;1700;56,0833;
080716;1800;68,8333;
080716;1900;75,0833;
080716;2000;79,3333;
080716;2100;79,8333;
080716;2200;81,4164;
080716;2300;86,5;
080717;0000;88,5833;
080717;0100;91,5;
080717;0200;94;
080717;0300;94,3333;
080717;0400;91,1664;
080717;0500;92,1818;
080717;0600;92;
080717;0700;92,4164;
080717;0800;93,1664;
080717;0900;90,5;
080717;1000;81,3333;
080717;1100;72,75;
080717;1200;68,3333;
080717;1300;66,9164;
080717;1400;64,5;
080717;1500;61,9166;
080717;1600;59,1666;
080717;1700;60,5833;
080717;1800;68,5;
080717;1900;76,3333;
080717;2000;81;
080717;2100;85,3333;
080717;2200;86,8333;
080717;2300;87,3333;
080718;0000;88,6664;
080718;0100;89,6664;
080718;0200;90,5833;
080718;0300;92,4164;
080718;0400;;
080718;0500;;
080718;0600;92,9164;
080718;0700;;
080718;0800;;
080718;0900;88,5;
080718;1000;81,6664;
080718;1100;77,25;
080718;1200;74,5833;
080718;1300;70,25;
080718;1400;70,5;
080718;1500;68,8333;
080718;1600;67,75;
080718;1700;71,3333;
080718;1800;76,5833;
080718;1900;80,75;
080718;2000;84,25;
080718;2100;87,1664;
080718;2200;89,25;
080718;2300;89,4164;
080719;0000;89,6664;
080719;0100;91,4164;
080719;0200;;
080719;0300;93;
080719;0400;;
080719;0500;;
080719;0600;93,5;
080719;0700;;
080719;0800;92,25;
080719;0900;90,0833;
080719;1000;86;
080719;1100;82,5833;
080719;1200;78,25;
080719;1300;69,3333;
080719;1400;64,4164;
080719;1500;67,1664;
080719;1600;71;
080719;1700;74,9164;
080719;1800;81,0833;
080719;1900;86,5833;
080719;2000;90,8333;
080719;2100;91,6664;
080719;2200;91,5833;
080719;2300;91,6;
080720;0000;91,6664;
080720;0100;90,5833;
080720;0200;89,1664;
080720;0300;;
080720;0400;87,818;
080720;0500;87;
080720;0600;87,75;
080720;0700;86,4164;
080720;0800;83,75;
080720;0900;79,5833;
080720;1000;72,1664;
080720;1100;72,25;
080720;1200;73,25;
080720;1300;69,5;
080720;1400;68,3333;
080720;1500;67,3333;
080720;1600;66,6664;
080720;1700;67,4164;
080720;1800;74,3333;
080720;1900;81;
080720;2000;83,3333;
080720;2100;84,5;
080720;2200;86,0833;
080720;2300;86,5;
080721;0000;87,5833;
080721;0100;86,3333;
080721;0200;86,8333;
080721;0300;86,1664;
080721;0400;89,75;
080721;0500;92,4164;
080721;0600;92,75;
080721;0700;94;
080721;0800;93,3333;
080721;0900;90;
080721;1000;88,3333;
080721;1100;87,6664;
080721;1200;85,8333;
080721;1300;80,3333;
080721;1400;77;
080721;1500;73,75;
080721;1600;71,75;
080721;1700;70,5;
080721;1800;75,0833;
080721;1900;79,9164;
080721;2000;82,0833;
080721;2100;85,8333;
080721;2200;89,6664;
080721;2300;91,5833;
080722;0000;92,0833;
080722;0100;92,75;
080722;0200;93;
080722;0300;;
080722;0400;93,0833;
080722;0500;93,0833;
080722;0600;91,5833;
080722;0700;90,5833;
080722;0800;90,5;
080722;0900;88,4164;
080722;1000;82,5833;
080722;1100;74,1664;
080722;1200;70,1664;
080722;1300;69,1664;
080722;1400;67,9164;
080722;1500;69,25;
080722;1600;70,5833;
080722;1700;74,4164;
080722;1800;79,3333;
080722;1900;81,6664;
080722;2000;80,25;
080722;2100;81,9164;
080722;2200;89;
080722;2300;90,5;
080723;0000;85,25;
080723;0100;89,3333;
080723;0200;91,5833;
080723;0300;;
080723;0400;;
080723;0500;93,1664;
080723;0600;;
080723;0700;93,9247;
080723;0800;92,25;
080723;0900;79,8333;
080723;1000;70,5833;
080723;1100;62,3333;
080723;1200;58;
080723;1300;52,5833;
080723;1400;48,5453;
080723;1500;46,5;
080723;1600;44,8333;
080723;1700;52;
080723;1800;64,9164;
080723;1900;73,9164;
080723;2000;77,1664;
080723;2100;81,5833;
080723;2200;82,6664;
080723;2300;84,3333;
080724;0000;84,5;
080724;0100;86,1664;
080724;0200;87,3333;
080724;0300;85,0833;
080724;0400;85,75;
080724;0500;86;
080724;0600;85,3333;
080724;0700;84,3333;
080724;0800;79,75;
080724;0900;71,5833;
080724;1000;62,25;
080724;1100;51,4166;
080724;1200;37,5833;
080724;1300;34,1666;
080724;1400;31,0833;
080724;1500;35,5;
080724;1600;36,1666;
080724;1700;49,4166;
080724;1800;62,0833;
080724;1900;68,6664;
080724;2000;63,8333;
080724;2100;63,25;
080724;2200;66,5833;
080724;2300;69,8333;
080725;0000;66;
080725;0100;69;
080725;0200;72;
080725;0300;72,3333;
080725;0400;74;
080725;0500;75,3333;
080725;0600;74,75;
080725;0700;72,4164;
080725;0800;71,3333;
080725;0900;67,6664;
080725;1000;59,8333;
080725;1100;40,6666;
080725;1200;37,25;
080725;1300;31,25;
080725;1400;31,0833;
080725;1500;37;
080725;1600;39,0833;
080725;1700;49,6666;
080725;1800;60,9166;
080725;1900;68;
080725;2000;70,6664;
080725;2100;72,75;
080725;2200;71,1664;
080725;2300;71,5833;
080726;0000;74;
080726;0100;71,9164;
080726;0200;71,6664;
080726;0300;70,4164;
080726;0400;67;
080726;0500;68,0833;
080726;0600;70,75;
080726;0700;75;
080726;0800;75,25;
080726;0900;55,3333;
080726;1000;45,4166;
080726;1100;39,6666;
080726;1200;40,0833;
080726;1300;40,3333;
080726;1400;39,75;
080726;1500;37,5;
080726;1600;42,9166;
080726;1700;50,75;
080726;1800;63,6666;
080726;1900;70,25;
080726;2000;77,9164;
080726;2100;85,0833;
080726;2200;88,9164;
080726;2300;90,3333;
080727;0000;88,5;
080727;0100;85,7272;
080727;0200;83,1664;
080727;0300;82,25;
080727;0400;79,9164;
080727;0500;82,6664;
080727;0600;83,8333;
080727;0700;85,0833;
080727;0800;84,1664;
080727;0900;73,8333;
080727;1000;68,8333;
080727;1100;63,75;
080727;1200;60,9166;
080727;1300;59,3333;
080727;1400;57,5;
080727;1500;58,6666;
080727;1600;65,6664;
080727;1700;71;
080727;1800;73,9164;
080727;1900;77,5;
080727;2000;80,6664;
080727;2100;83,8333;
080727;2200;84,5;
080727;2300;85,6664;
080728;0000;86,6664;
080728;0100;87,8333;
080728;0200;;
080728;0300;89;
080728;0400;;
080728;0500;90,25;
080728;0600;90,75;
080728;0700;91,5;
080728;0800;90;
080728;0900;86,5;
080728;1000;82,6664;
080728;1100;79,0833;
080728;1200;73,25;
080728;1300;70,0833;
080728;1400;69;
080728;1500;68,75;
080728;1600;69,6664;
080728;1700;69,4164;
080728;1800;71,9164;
080728;1900;75,8333;
080728;2000;80,0833;
080728;2100;85,5;
080728;2200;86,8333;
080728;2300;88,8333;
080729;0000;89,5833;
080729;0100;90,5;
080729;0200;91,4164;
080729;0300;91,5;
080729;0400;92,0833;
080729;0500;92,25;
080729;0600;93;
080729;0700;93,0833;
080729;0800;90,5;
080729;0900;80,5833;
080729;1000;73,5;
080729;1100;67,0833;
080729;1200;59,5;
080729;1300;54,4166;
080729;1400;50,1666;
080729;1500;49,25;
080729;1600;50,1666;
080729;1700;54;
080729;1800;66;
080729;1900;73,1664;
080729;2000;76,25;
080729;2100;79,3333;
080729;2200;84,25;
080729;2300;86;
080730;0000;87,5;
080730;0100;;
080730;0200;87,5833;
080730;0300;86,4164;
080730;0400;87,9164;
080730;0500;87,3333;
080730;0600;86,25;
080730;0700;85,9164;
080730;0800;82,5;
080730;0900;80,25;
080730;1000;73,8333;
080730;1100;68;
080730;1200;63,8333;
080730;1300;63,3333;
080730;1400;62,8333;
080730;1500;63,6666;
080730;1600;67,25;
080730;1700;69,3333;
080730;1800;71,6664;
080730;1900;73,8333;
080730;2000;75;
080730;2100;75;
080730;2200;77,0833;
080730;2300;79,5833;
080731;0000;81,25;
080731;0100;83,5;
080731;0200;85,4164;
080731;0300;88,25;
080731;0400;88,6664;
080731;0500;89,75;
080731;0600;88,0833;
080731;0700;90,5833;
080731;0800;87,4164;
080731;0900;71,8333;
080731;1000;60,4166;
080731;1100;53,8333;
080731;1200;47,5833;
080731;1300;44,9166;
080731;1400;45,75;
080731;1500;50,1666;
080731;1600;50,75;
080731;1700;59,8333;
080731;1800;71,3333;
080731;1900;76;
080731;2000;79,1664;
080731;2100;79,6664;
080731;2200;81,0833;
080731;2300;82;
080801;0000;81;
080801;0100;82,5833;
080801;0200;91,75;
080801;0300;95,6664;
080801;0400;89,0833;
080801;0500;84,1664;
080801;0600;89,6664;
080801;0700;88,25;
080801;0800;90,4164;
080801;0900;91,5833;
080801;1000;85,4164;
080801;1100;85,6664;
080801;1200;80,9164;
080801;1300;86,25;
080801;1400;89,9164;
080801;1500;88,5833;
080801;1600;92,6664;
080801;1700;94,75;
080801;1800;;
080801;1900;;
080801;2000;96;
080801;2100;;
080801;2200;95,0833;
080801;2300;;
080802;0000;;
080802;0100;;
080802;0200;87,5;
080802;0300;91,3333;
080802;0400;93,75;
080802;0500;95;
080802;0600;;
080802;0700;94,2222;
080802;0800;94,9091;
080802;0900;89,25;
080802;1000;78,1664;
080802;1100;70,0833;
080802;1200;60;
080802;1300;57,0833;
080802;1400;56,4166;
080802;1500;60,8333;
080802;1600;62,4166;
080802;1700;68,4164;
080802;1800;76,5833;
080802;1900;83,0833;
080802;2000;87,6664;
080802;2100;88,5833;
080802;2200;88,5;
080802;2300;89;
080803;0000;89,25;
080803;0100;90,5833;
080803;0200;90,1664;
080803;0300;90,6664;
080803;0400;91,7;
080803;0500;93,25;
080803;0600;95,6664;
080803;0700;96,8333;
080803;0800;;
080803;0900;;
080803;1000;93,6664;
080803;1100;68,8333;
080803;1200;59,9166;
080803;1300;54,75;
080803;1400;48,75;
080803;1500;48,9166;
080803;1600;48,4166;
080803;1700;47,9166;
080803;1800;60;
080803;1900;72,3333;
080803;2000;79,0833;
080803;2100;81,8333;
080803;2200;83,4164;
080803;2300;87,25;
080804;0000;89,75;
080804;0100;90,4441;
080804;0200;91,5;
080804;0300;91,25;
080804;0400;92,0833;
080804;0500;92,6664;
080804;0600;95,0833;
080804;0700;96;
080804;0800;;
080804;0900;97;
080804;1000;;
080804;1100;94,1664;
080804;1200;93,1664;
080804;1300;87,4164;
080804;1400;76,5;
080804;1500;65,8333;
080804;1600;58,1666;
080804;1700;72,5;
080804;1800;81,9164;
080804;1900;87,1664;
080804;2000;88,5453;
080804;2100;90;
080804;2200;91,5;
080804;2300;91,5833;
080805;0000;92,1664;
080805;0100;92,6664;
080805;0200;93,8333;
080805;0300;;
080805;0400;;
080805;0500;;
080805;0600;94,0907;
080805;0700;94,3333;
080805;0800;90,3333;
080805;0900;77,4164;
080805;1000;69;
080805;1100;63,8333;
080805;1200;56;
080805;1300;48,8333;
080805;1400;40,6666;
080805;1500;41,25;
080805;1600;48,8333;
080805;1700;57,3333;
080805;1800;66,5;
080805;1900;71,1664;
080805;2000;70,5;
080805;2100;77,9164;
080805;2200;83,4164;
080805;2300;87;
080806;0000;89,0833;
080806;0100;89,3333;
080806;0200;90,4164;
080806;0300;91,5833;
080806;0400;91,75;
080806;0500;91,75;
080806;0600;92,4164;
080806;0700;93,4164;
080806;0800;90,4164;
080806;0900;81,9164;
080806;1000;74,25;
080806;1100;65,5833;
080806;1200;60,5;
080806;1300;53,0833;
080806;1400;48;
080806;1500;45,0833;
080806;1600;40,3333;
080806;1700;40,8333;
080806;1800;48,25;
080806;1900;50,6666;
080806;2000;61;
080806;2100;63,6666;
080806;2200;68,0833;
080806;2300;70,8333;
080807;0000;75,4164;
080807;0100;80,8333;
080807;0200;83,25;
080807;0300;84;
080807;0400;86,3333;
080807;0500;87,6664;
080807;0600;87,5;
080807;0700;88,25;
080807;0800;85,1664;
080807;0900;73;
080807;1000;64,8333;
080807;1100;56,8333;
080807;1200;47,75;
080807;1300;41,8333;
080807;1400;39,3333;
080807;1500;43,1666;
080807;1600;39,5833;
080807;1700;39,6666;
080807;1800;43,3333;
080807;1900;53,3333;
080807;2000;60,5;
080807;2100;73,5833;
080807;2200;76,5833;
080807;2300;78,0833;
080808;0000;77,9164;
080808;0100;80;
080808;0200;81,5833;
080808;0300;82,9164;
080808;0400;83,9164;
080808;0500;84,4164;
080808;0600;83,75;
080808;0700;84,0833;
080808;0800;77,0833;
080808;0900;61,6666;
080808;1000;49,6666;
080808;1100;44,9166;
080808;1200;36,5;
080808;1300;32,6666;
080808;1400;30;
080808;1500;29,9167;
080808;1600;31,3333;
080808;1700;33,1666;
080808;1800;37,8333;
080808;1900;44;
080808;2000;54;
080808;2100;58,5;
080808;2200;66,5833;
080808;2300;71,6664;
080809;0000;74,5833;
080809;0100;74,5833;
080809;0200;73,1664;
080809;0300;73,5833;
080809;0400;74;
080809;0500;75,5833;
080809;0600;76,9164;
080809;0700;73,6664;
080809;0800;70,75;
080809;0900;61,9166;
080809;1000;52,9166;
080809;1100;43,25;
080809;1200;35,3333;
080809;1300;28,6667;
080809;1400;27,6667;
080809;1500;29,1667;
080809;1600;34,8333;
080809;1700;39,25;
080809;1800;48,5833;
080809;1900;61,0833;
080809;2000;64,6664;
080809;2100;66,25;
080809;2200;67,25;
080809;2300;70,4164;
080810;0000;70,9164;
080810;0100;72,4164;
080810;0200;74,75;
080810;0300;76,4164;
080810;0400;75,9164;
080810;0500;77,5;
080810;0600;79,5833;
080810;0700;80,0833;
080810;0800;78,6664;
080810;0900;77,8333;
080810;1000;74,5833;
080810;1100;66,6664;
080810;1200;65,1664;
080810;1300;68,5;
080810;1400;72,1664;
080810;1500;72,0833;
080810;1600;70,5;
080810;1700;70,3333;
080810;1800;70,1664;
080810;1900;73;
080810;2000;74,8333;
080810;2100;77,5833;
080810;2200;77,6664;
080810;2300;67,4164;
080811;0000;56,6666;
080811;0100;59,1666;
080811;0200;43,5833;
080811;0300;44,25;
080811;0400;49,4166;
080811;0500;58,75;
080811;0600;72,0833;
080811;0700;81,5833;
080811;0800;84,9164;
080811;0900;84,3333;
080811;1000;83,6664;
080811;1100;81,0833;
080811;1200;80,8333;
080811;1300;80,4164;
080811;1400;76,0833;
080811;1500;63,25;
080811;1600;59,25;
080811;1700;60,1666;
080811;1800;68,1664;
080811;1900;77,75;
080811;2000;82,8333;
080811;2100;73,6664;
080811;2200;2;
080811;2300;;
080812;0000;;
080812;0100;;
080812;0200;;
080812;0300;;
080812;0400;;
080812;0500;;
080812;0600;;
080812;0700;;
080812;0800;;
080812;0900;;
080812;1000;;
080812;1100;48,4166;
080812;1200;35,1666;
080812;1300;31,5833;
080812;1400;29,25;
080812;1500;21,8333;
080812;1600;28;
080812;1700;32,4166;
080812;1800;49,25;
080812;1900;56,3333;
080812;2000;59,9166;
080812;2100;66;
080812;2200;69,0833;
080812;2300;73,75;
080813;0000;73,6664;
080813;0100;73,3333;
080813;0200;73,8333;
080813;0300;73,9164;
080813;0400;72,4164;
080813;0500;72,5833;
080813;0600;70,0833;
080813;0700;68,9164;
080813;0800;67;
080813;0900;63,9166;
080813;1000;50,6666;
080813;1100;42,75;
080813;1200;38,5833;
080813;1300;45,5833;
080813;1400;43,25;
080813;1500;46,75;
080813;1600;45,5;
080813;1700;47,6666;
080813;1800;53,5833;
080813;1900;58,25;
080813;2000;62,8333;
080813;2100;66;
080813;2200;68,4164;
080813;2300;70,0833;
080814;0000;71,8333;
080814;0100;71,9164;
080814;0200;74,5833;
080814;0300;78,8333;
080814;0400;82;
080814;0500;82,8333;
080814;0600;;
080814;0700;;
080814;0800;;
080814;0900;80,0833;
080814;1000;72,4164;
080814;1100;68,9164;
080814;1200;66,6664;
080814;1300;66;
080814;1400;64,8333;
080814;1500;42,75;
080814;1600;35,75;
080814;1700;40;
080814;1800;46,6666;
080814;1900;53,0833;
080814;2000;54,5833;
080814;2100;58,6666;
080814;2200;60,1666;
080814;2300;63,0833;
080815;0000;63,9166;
080815;0100;63,3333;
080815;0200;60,0833;
080815;0300;63,8333;
080815;0400;52,0833;
080815;0500;53,5;
080815;0600;46,3333;
080815;0700;43,6666;
080815;0800;54,8333;
080815;0900;57,4166;
080815;1000;80;
080815;1100;84,9164;
080815;1200;91,4164;
080815;1300;86,5833;
080815;1400;84,5833;
080815;1500;91,25;
080815;1600;92,5;
080815;1700;90,1664;
080815;1800;92,0833;
080815;1900;94,25;
080815;2000;94,1111;
080815;2100;93,5;
080815;2200;87,1664;
080815;2300;81,0833;
080816;0000;89,5833;
080816;0100;95,1664;
080816;0200;91,75;
080816;0300;92,8333;
080816;0400;95,9164;
080816;0500;96,1664;
080816;0600;95,25;
080816;0700;93,75;
080816;0800;92,1;
080816;0900;89,9164;
080816;1000;87,8333;
080816;1100;78,3333;
080816;1200;67,6664;
080816;1300;61,5833;
080816;1400;60,6666;
080816;1500;61,9166;
080816;1600;58,75;
080816;1700;61,0833;
080816;1800;70,9164;
080816;1900;77,4164;
080816;2000;84,3333;
080816;2100;87,25;
080816;2200;91,1664;
080816;2300;92,25;
080817;0000;91,9164;
080817;0100;91,75;
080817;0200;88,0833;
080817;0300;86,9164;
080817;0400;89,75;
080817;0500;91;
080817;0600;92;
080817;0700;92,6364;
080817;0800;85,4164;
080817;0900;68,5;
080817;1000;63,8333;
080817;1100;56,5;
080817;1200;48,75;
080817;1300;43,5;
080817;1400;42;
080817;1500;41,5;
080817;1600;49,75;
080817;1700;59,25;
080817;1800;73,3333;
080817;1900;79,1664;
080817;2000;80,1664;
080817;2100;83,5;
080817;2200;85,8333;
080817;2300;87,4164;
080818;0000;90,0833;
080818;0100;91;
080818;0200;92;
080818;0300;91,3333;
080818;0400;91,3333;
080818;0500;91,75;
080818;0600;90,75;
080818;0700;91;
080818;0800;89,7;
080818;0900;86,6664;
080818;1000;83;
080818;1100;81,4164;
080818;1200;79;
080818;1300;74,3333;
080818;1400;70,75;
080818;1500;67,5833;
080818;1600;63,6666;
080818;1700;70;
080818;1800;80,0833;
080818;1900;85,0833;
080818;2000;86,8888;
080818;2100;85,6664;
080818;2200;88;
080818;2300;;
080819;0000;89,4441;
080819;0100;89,6664;
080819;0200;90,1664;
080819;0300;91,1111;
080819;0400;91;
080819;0500;;
080819;0600;91,25;
080819;0700;91,9164;
080819;0800;90,8333;
080819;0900;85;
080819;1000;75,0833;
080819;1100;71,8333;
080819;1200;61,5;
080819;1300;49,4166;
080819;1400;48,6666;
080819;1500;49,4166;
080819;1600;51,75;
080819;1700;60,1666;
080819;1800;74,0833;
080819;1900;76,3333;
080819;2000;77,6664;
080819;2100;76,3333;
080819;2200;75,3333;
080819;2300;74;
080820;0000;77,1664;
080820;0100;78,1664;
080820;0200;82,25;
080820;0300;87,1664;
080820;0400;91,5833;
080820;0500;;
080820;0600;91,75;
080820;0700;91,1664;
080820;0800;82,5833;
080820;0900;72,4164;
080820;1000;68,75;
080820;1100;64,3333;
080820;1200;56,25;
080820;1300;50,9166;
080820;1400;47,1666;
080820;1500;44,25;
080820;1600;43,75;
080820;1700;51,8333;
080820;1800;64;
080820;1900;73,3333;
080820;2000;76,6664;
080820;2100;79,8333;
080820;2200;83,75;
080820;2300;86,3333;
080821;0000;87,25;
080821;0100;88,9164;
080821;0200;90,5833;
080821;0300;91,0833;
080821;0400;90,8888;
080821;0500;91,8333;
080821;0600;91;
080821;0700;;
080821;0800;85,5;
080821;0900;73,5;
080821;1000;66,1664;
080821;1100;60,8333;
080821;1200;52,9166;
080821;1300;45,5;
080821;1400;41,1666;
080821;1500;37,5833;
080821;1600;34,5833;
080821;1700;34,5;
080821;1800;35,5;
080821;1900;43,9166;
080821;2000;53,1666;
080821;2100;60,75;
080821;2200;70,1664;
080821;2300;74,4164;
080822;0000;76,3333;
080822;0100;77,3333;
080822;0200;79,3333;
080822;0300;81,25;
080822;0400;81,9164;
080822;0500;82,6664;
080822;0600;83;
080822;0700;83,6664;
080822;0800;72;
080822;0900;55,3333;
080822;1000;44;
080822;1100;39,5;
080822;1200;34,75;
080822;1300;33,8333;
080822;1400;29,9167;
080822;1500;29,6667;
080822;1600;36,75;
080822;1700;42,8333;
080822;1800;53,6666;
080822;1900;57,3333;
080822;2000;65,4164;
080822;2100;71,9164;
080822;2200;76,0833;
080822;2300;78;
080823;0000;79,0833;
080823;0100;77,6664;
080823;0200;78,3333;
080823;0300;83,1664;
080823;0400;88,5833;
080823;0500;88,1664;
080823;0600;85,75;
080823;0700;84,6364;
080823;0800;83,5453;
080823;0900;81,0833;
080823;1000;78,5833;
080823;1100;77,5;
080823;1200;77,25;
080823;1300;74,5833;
080823;1400;71,9164;
080823;1500;69,3333;
080823;1600;66,75;
080823;1700;67,75;
080823;1800;73,9164;
080823;1900;79,9164;
080823;2000;83,9164;
080823;2100;86,0833;
080823;2200;87,5833;
080823;2300;88,9164;
080824;0000;;
080824;0100;89,5833;
080824;0200;90,8333;
080824;0300;91,5833;
080824;0400;91,6664;
080824;0500;92,6664;
080824;0600;92;
080824;0700;87,6664;
080824;0800;73,8333;
080824;0900;57,1666;
080824;1000;37,1666;
080824;1100;30,8333;
080824;1200;24,25;
080824;1300;21,9167;
080824;1400;23;
080824;1500;22,25;
080824;1600;28,3333;
080824;1700;41,0833;
080824;1800;54,9166;
080824;1900;61,5833;
080824;2000;69,1664;
080824;2100;72,4164;
080824;2200;77,6664;
080824;2300;82,25;
080825;0000;84,6664;
080825;0100;86,4164;
080825;0200;87,5833;
080825;0300;88,4164;
080825;0400;89,0907;
080825;0500;89,5833;
080825;0600;89,25;
080825;0700;88,6664;
080825;0800;76,9164;
080825;0900;64,3333;
080825;1000;57,9166;
080825;1100;49,25;
080825;1200;40;
080825;1300;34,4166;
080825;1400;29,1667;
080825;1500;23,25;
080825;1600;28;
080825;1700;32,5833;
080825;1800;47,0833;
080825;1900;60,1666;
080825;2000;66,5;
080825;2100;72,3333;
080825;2200;80,9164;
080825;2300;84,3333;
080826;0000;87,1664;
080826;0100;89,25;
080826;0200;89,5453;
080826;0300;89,75;
080826;0400;91;
080826;0500;;
080826;0600;91,5;
080826;0700;92,6664;
080826;0800;85;
080826;0900;70,75;
080826;1000;50,4166;
080826;1100;51,4166;
080826;1200;43,6666;
080826;1300;53,4166;
080826;1400;67,0833;
080826;1500;75,5833;
080826;1600;78,5;
080826;1700;81,3333;
080826;1800;77,6664;
080826;1900;77,75;
080826;2000;80,8333;
080826;2100;83;
080826;2200;88,5833;
080826;2300;91;
080827;0000;;
